name,full_location_name,country,country_clean,state_province,region_detail,latitude,longitude,timezone,skill_level_min,skill_level_max,primary_airport_iata,region_major,slug,active,nearest_city,nearest_city_distance_km,hotellook_city_id,hotellook_city_name,hotellook_city_distance_km
Paraiso,"Paraiso, Jalisco","Mexico, Jalisco",Mexico,,Jalisco,18.87463576,-103.9894366,America/Mexico_City,beginner,intermediate,CLQ,North America,paraiso-jalisco-mexico,TRUE,Armería,0,,,
Paranoia,"Paranoia, Cape Town","South Africa, Cape Town",South Africa,,Cape Town,-34.24419782,18.85157347,Africa/Johannesburg,intermediate,advanced,CPT,Africa,paranoia-cape-town-south-africa,TRUE,,,,,
Parcel,"Parcel, Santa Catarina North","Brazil, Santa Catarina North",Brazil,,Santa Catarina North,-26.97646865,-48.62317085,America/Sao_Paulo,beginner,intermediate,NVT,South America,parcel-santa-catarina-north-brazil,TRUE,,,,,
Parede,"Parede, Central Lisboa","Portugal, Central Lisboa",Portugal,,Central Lisboa,38.68872561,-9.359664917,Europe/Lisbon,beginner,intermediate,CAT,Europe,parede-central-lisboa-portugal,TRUE,Cascais,0,4744,Cascais,4.8
Parée Préneau,"Parée Préneau, Vendee","France, Vendee",France,,Vendee,46.72917421,-1.994768567,Europe/Paris,beginner,intermediate,IDY,Europe,paree-preneau-vendee-france,TRUE,,,,,
Parguito,Parguito,Venezuela,Venezuela,,,11.13069733,-63.84395599,UTC,intermediate,advanced,PMV,Other,parguito-venezuela,TRUE,Parroquia Paraguachí,0,4252,Caraballeda,15.1
Park beach,"Park beach, TAS, Hobart","Australia, TAS, Hobart",Australia,TAS,Hobart,-42.86828993,147.6139784,Australia/Sydney,beginner,intermediate,HBA,Oceania,park-beach-tas-hobart-australia,TRUE,,,,,
Park Beach Coffs Harbour SC,"Park Beach Coffs Harbour SC, NSW, Banana Coast","Australia, NSW, Banana Coast",Australia,NSW,Banana Coast,-30.30027859,153.1402302,Australia/Sydney,beginner,intermediate,CFS,Oceania,park-beach-coffs-harbour-sc-nsw-banana-coast-australia,TRUE,Coffs Harbour,0,5191,Coffs Harbour,1.3
"Park Beach, Coffs Harbour","Park Beach, Coffs Harbour, NSW, Banana Coast","Australia, NSW, Banana Coast",Australia,NSW,Banana Coast,-30.2827881,153.1439209,Australia/Sydney,beginner,intermediate,CFS,Oceania,park-beach-coffs-harbour-nsw-banana-coast-australia,TRUE,Coffs Harbour,0,5191,Coffs Harbour,1.3
Park Pobedy,"Park Pobedy, Black Sea","Russia, Black Sea",Russia,,Black Sea,44.61041301,33.45714837,UTC,beginner,intermediate,UKS,Other,park-pobedy-black-sea-russia,TRUE,Sevastopol,0,,,
Park Point,"Park Point, North East, The Great Lakes","USA, North East, The Great Lakes",USA,North East,The Great Lakes,46.73093871,-92.05182552,America/Los_Angeles,beginner,intermediate,SUW,North America,park-point-north-east-the-great-lakes-usa,TRUE,Duluth,0,19571,Duluth,10.9
Parlementia,"Parlementia, Basque Country","France, Basque Country",France,,Basque Country,43.42884768,-1.609518528,Europe/Paris,intermediate,advanced,BIQ,Europe,parlementia-basque-country-france,TRUE,,,,,
Parque del plata,Parque del plata,Uruguay,Uruguay,,,-34.76643522,-55.71141243,UTC,beginner,intermediate,MVD,Other,parque-del-plata-uruguay,TRUE,Parque del Plata,0,1474413,Jose Ignacio,51.0
Parsons,"Parsons, SA, York Peninsula","Australia, SA, York Peninsula",Australia,SA,York Peninsula,-35.63217231,138.4734392,Australia/Sydney,beginner,intermediate,PEA,Oceania,parsons-sa-york-peninsula-australia,TRUE,City of Victor Harbor,0,5673,Victor Harbor,4.4
Pasamayo,"Pasamayo, Central","Peru, Central",Peru,,Central,-11.66837581,-77.20590591,UTC,intermediate,advanced,LIM,South America,pasamayo-central-peru,TRUE,,,,,
Pasauran,"Pasauran, West Java","Indonesia, West Java",Indonesia,,West Java,-6.235602381,105.8250332,Asia/Jakarta,intermediate,advanced,RTO,Asia,pasauran-west-java-indonesia,TRUE,,,,,
Pasauran Muara,"Pasauran Muara, West Java","Indonesia, West Java",Indonesia,,West Java,-6.231276137,105.829888,Asia/Jakarta,intermediate,advanced,RTO,Asia,pasauran-muara-west-java-indonesia,TRUE,,,,,
Pascuales,"Pascuales, Jalisco","Mexico, Jalisco",Mexico,,Jalisco,18.85528506,-103.9610481,America/Mexico_City,advanced,advanced,CLQ,North America,pascuales-jalisco-mexico,TRUE,Tecoman,0,1478387,Tecoman,11.1
Passe du Trillou,"Passe du Trillou, Charente maritime","France, Charente maritime",France,,Charente maritime,45.86810861,-1.263942719,Europe/Paris,beginner,intermediate,RCO,Europe,passe-du-trillou-charente-maritime-france,TRUE,,,,,
Passe en S,Passe en S,Mayotte,Mayotte,,,-12.87389057,45.28037586,UTC,beginner,intermediate,DZA,Other,passe-en-s-mayotte,TRUE,,,,,
Passo de Torres,"Passo de Torres, Rio Grande do Sul","Brazil, Rio Grande do Sul",Brazil,,Rio Grande do Sul,-29.32415892,-49.71241593,America/Sao_Paulo,beginner,intermediate,TSQ,South America,passo-de-torres-rio-grande-do-sul-brazil,TRUE,Passo de Torres,0,1512962,Passo de Torres,1.6
Pasta Point,Pasta Point,Maldives,Maldives,,,4.316771938,73.59028816,UTC,intermediate,advanced,MLE,Asia,pasta-point-maldives,TRUE,,,,,
Patanemo,Patanemo,Venezuela,Venezuela,,,10.45687892,-67.9223299,UTC,beginner,intermediate,PBL,Other,patanemo-venezuela,TRUE,Parroquia Patanemo,0,4252,Caraballeda,15.1
Pataua,"Pataua, New Zealand NI, NE Coast","New Zealand, New Zealand NI, NE Coast",New Zealand,New Zealand NI,NE Coast,-35.71128386,174.5229721,Pacific/Auckland,beginner,intermediate,WRE,Oceania,pataua-new-zealand-ni-ne-coast-new-zealand,TRUE,Whangārei District,0,,,
Patiero,"Patiero, Sao Paulo North Coast","Brazil, Sao Paulo North Coast",Brazil,,Sao Paulo North Coast,-23.45631757,-45.0212431,America/Sao_Paulo,intermediate,advanced,UBT,South America,patiero-sao-paulo-north-coast-brazil,TRUE,,,,,
Pato Beach,Pato Beach,Dominican Republic,Dominican Republic,,,18.2289641,-70.18882871,UTC,beginner,intermediate,JBQ,Other,pato-beach-dominican-republic,TRUE,Nizao,0,,,
Patoles,"Patoles, Sinaloa-Nayarit","Mexico, Sinaloa-Nayarit",Mexico,,Sinaloa-Nayarit,23.743476,-106.8453026,America/Mexico_City,beginner,intermediate,MZT,North America,patoles-sinaloa-nayarit-mexico,TRUE,,,,,
Patong Beach,Patong Beach,Thailand,Thailand,,,7.903681046,98.29587936,UTC,beginner,intermediate,HKT,Asia,patong-beach-thailand,TRUE,Si Sunthon,0,24072,Patong,86.5
Patonga point,"Patonga point, NSW, Central","Australia, NSW, Central",Australia,NSW,Central,-33.55710494,151.2685043,Australia/Sydney,beginner,intermediate,LBH,Oceania,patonga-point-nsw-central-australia,TRUE,Gosford,0,5303,Gosford,9.1
Patos,"Patos, Galicia","Spain, Galicia",Spain,,Galicia,42.15632524,-8.82676363,Europe/Madrid,intermediate,advanced,VGO,Europe,patos-galicia-spain,TRUE,,,,,
Patricks Air Force Base,"Patricks Air Force Base, South East, North Florida","USA, South East, North Florida",USA,South East,North Florida,28.25874384,-80.6038329,America/Los_Angeles,beginner,intermediate,COF,North America,patricks-air-force-base-south-east-north-florida-usa,TRUE,Brevard County,0,,,
Patrokl,"Patrokl, Far East, Primorsky Krai","Russia, Far East, Primorsky Krai",Russia,Far East,Primorsky Krai,43.07134878,131.9633853,UTC,beginner,intermediate,VVO,Other,patrokl-far-east-primorsky-krai-russia,TRUE,Vladivostok,0,12221,Vladivostok,8.6
pauanui,"pauanui, New Zealand NI, Coromandel","New Zealand, New Zealand NI, Coromandel",New Zealand,New Zealand NI,Coromandel,-37.01831642,175.8702564,Pacific/Auckland,beginner,intermediate,WTZ,Oceania,pauanui-new-zealand-ni-coromandel-new-zealand,TRUE,,,,,
Paúba,"Paúba, Sao Paulo North Coast","Brazil, Sao Paulo North Coast",Brazil,,Sao Paulo North Coast,-23.80281889,-45.55316806,America/Sao_Paulo,intermediate,advanced,UBT,South America,pauba-sao-paulo-north-coast-brazil,TRUE,,,,,
Pauga Bay,Pauga Bay,Dominica,Dominica,,,15.52138167,-61.27315521,UTC,beginner,intermediate,DOM,Other,pauga-bay-dominica,TRUE,,,,,
Paul do Mar,Paul do Mar,Madeira,Madeira,,,32.75970638,-17.23231316,UTC,intermediate,advanced,FNC,Other,paul-do-mar-madeira,TRUE,Calheta,0,1507120,Calheta de Nesquim,25.7
Paulilles,"Paulilles, Mediterranean","France, Mediterranean",France,,Mediterranean,42.50567667,3.12358629,Europe/Paris,beginner,intermediate,PGF,Europe,paulilles-mediterranean-france,TRUE,,,,,
"Pavilion Ave, Long Branch","Pavilion Ave, Long Branch, North East, New Jersey","USA, North East, New Jersey",USA,North East,New Jersey,40.2973012,-73.97946596,America/Los_Angeles,beginner,intermediate,BLM,North America,pavilion-ave-long-branch-north-east-new-jersey-usa,TRUE,Long Branch,0,20433,Long Branch,1.3
Pavilosta,Pavilosta,Latvia,Latvia,,,56.89297236,21.17734909,UTC,beginner,intermediate,LPX,Other,pavilosta-latvia,TRUE,,,,,
Pavones,"Pavones, Pacific South","Costa Rica, Pacific South",Costa Rica,,Pacific South,8.392850228,-83.13937068,UTC,intermediate,advanced,PJM,Central America,pavones-pacific-south-costa-rica,TRUE,,,,,
Payangan,"Payangan, East Java","Indonesia, East Java",Indonesia,,East Java,-8.434295433,113.5800934,Asia/Jakarta,intermediate,advanced,JBB,Asia,payangan-east-java-indonesia,TRUE,,,,,
PB Pier,"PB Pier, California, San Diego County","USA, California, San Diego County",USA,California,San Diego County,32.79576156,-117.2591615,America/Los_Angeles,beginner,intermediate,SAN,North America,pb-pier-california-san-diego-county-usa,TRUE,San Diego County,0,1517272,San Diego Country Estates,54.9
Pea Break,"Pea Break, WA, Margaret River North","Australia, WA, Margaret River North",Australia,WA,Margaret River North,-33.69663705,114.990077,Australia/Sydney,intermediate,advanced,MQZ,Oceania,pea-break-wa-margaret-river-north-australia,TRUE,City Of Busselton,0,,,
Peaks,"Peaks, New Zealand NI, NW Coast","New Zealand, New Zealand NI, NW Coast",New Zealand,New Zealand NI,NW Coast,-35.17015998,173.108654,Pacific/Auckland,intermediate,advanced,KAT,Oceania,peaks-new-zealand-ni-nw-coast-new-zealand,TRUE,,,,,
Peanuts,"Peanuts, South East, North Florida","USA, South East, North Florida",USA,South East,North Florida,29.70641248,-81.22284651,America/Los_Angeles,beginner,intermediate,UST,North America,peanuts-south-east-north-florida-usa,TRUE,Saint Johns County,0,,,
Peanuts Farm,Peanuts Farm,Sri Lanka,Sri Lanka,,,6.785776355,81.82136643,UTC,beginner,intermediate,AYY,Asia,peanuts-farm-sri-lanka,TRUE,,,,,
Pearly Beach edit,"Pearly Beach edit, South Garden Route","South Africa, South Garden Route",South Africa,,South Garden Route,-34.66717901,19.49643016,Africa/Johannesburg,beginner,intermediate,OVG,Africa,pearly-beach-edit-south-garden-route-south-africa,TRUE,Overstrand Local Municipality,0,,,
Pease Bay,"Pease Bay, Borders and NE England","UK, Borders and NE England",UK,,Borders and NE England,55.93247169,-2.333221436,Europe/London,beginner,intermediate,ADX,Europe,pease-bay-borders-and-ne-england-uk,TRUE,Scottish Borders,0,,,
Peasholm Dog Beach,"Peasholm Dog Beach, WA, Perth City","Australia, WA, Perth City",Australia,WA,Perth City,-31.90783038,115.7548429,Australia/Sydney,beginner,intermediate,JFM,Oceania,peasholm-dog-beach-wa-perth-city-australia,TRUE,Perth,0,5536,Perth,12.5
Pebbles,Pebbles,Namibia,Namibia,,,-22.63244091,14.52335715,UTC,beginner,intermediate,SWP,Other,pebbles-namibia,TRUE,Swakopmund,0,5833,Swakopmund,5.8
Pebbles,Pebbles,Samoa Western,Samoa Western,,,-13.74472101,-172.4221802,UTC,beginner,intermediate,MXS,Other,pebbles-samoa-western,TRUE,,,,,
Pebbles Shorey,"Pebbles Shorey, Cape Town","South Africa, Cape Town",South Africa,,Cape Town,-34.13653089,18.32588196,Africa/Johannesburg,beginner,intermediate,CPT,Africa,pebbles-shorey-cape-town-south-africa,TRUE,,,,,
Pebbly,"Pebbly, NSW, Mid North Coast","Australia, NSW, Mid North Coast",Australia,NSW,Mid North Coast,-32.17884529,152.5195134,Australia/Sydney,beginner,intermediate,FOT,Oceania,pebbly-nsw-mid-north-coast-australia,TRUE,,,,,
Pecado,"Pecado, Rio de Janeiro Norte","Brazil, Rio de Janeiro Norte",Brazil,,Rio de Janeiro Norte,-22.41054545,-41.8082571,America/Sao_Paulo,intermediate,advanced,MEA,South America,pecado-rio-de-janeiro-norte-brazil,TRUE,Macaé,0,6407,Macae,4.0
Pedra Branca,"Pedra Branca, Central Ericeira","Portugal, Central Ericeira",Portugal,,Central Ericeira,38.97976194,-9.423866272,Europe/Lisbon,intermediate,advanced,CAT,Europe,pedra-branca-central-ericeira-portugal,TRUE,,,,,
Pedra do Moleque,"Pedra do Moleque, Bahia Sul","Brazil, Bahia Sul",Brazil,,Bahia Sul,-13.37701112,-38.91263008,America/Sao_Paulo,intermediate,advanced,MXQ,South America,pedra-do-moleque-bahia-sul-brazil,TRUE,,,,,
Pedra Virada,"Pedra Virada, Sergipe-Alagoas","Brazil, Sergipe-Alagoas",Brazil,,Sergipe-Alagoas,-9.678905917,-35.70251405,America/Sao_Paulo,intermediate,advanced,MCZ,South America,pedra-virada-sergipe-alagoas-brazil,TRUE,,,,,
Pedro Point,"Pedro Point, California, SF Marin","USA, California, SF Marin",USA,California,SF Marin,37.59913616,-122.5178146,America/Los_Angeles,intermediate,advanced,HAF,North America,pedro-point-california-sf-marin-usa,TRUE,San Mateo County,0,17381,San Mateo,49.9
Pedrogão,"Pedrogão, North Beira","Portugal, North Beira",Portugal,,North Beira,39.92448213,-8.952484131,Europe/Lisbon,beginner,intermediate,VSE,Europe,pedrogao-north-beira-portugal,TRUE,,,,,
Peg Leg's,"Peg Leg's, South East, North Florida","USA, South East, North Florida",USA,South East,North Florida,28.16494053,-80.58651924,America/Los_Angeles,beginner,intermediate,COF,North America,peg-leg-s-south-east-north-florida-usa,TRUE,Brevard County,0,,,
Peggies,"Peggies, NSW, Coal Coast","Australia, NSW, Coal Coast",Australia,NSW,Coal Coast,-34.33925476,150.9307122,Australia/Sydney,beginner,intermediate,WOL,Oceania,peggies-nsw-coal-coast-australia,TRUE,,,,,
Peggoty,"Peggoty, North East, Southern New England","USA, North East, Southern New England",USA,North East,Southern New England,42.18918041,-70.71616173,America/Los_Angeles,beginner,intermediate,BOS,North America,peggoty-north-east-southern-new-england-usa,TRUE,Scituate,0,19104,Scituate,3.2
Pegnitz (river),Pegnitz (river),Germany,Germany,,,49.46841691,11.01896524,UTC,beginner,intermediate,NUE,Europe,pegnitz-river-germany,TRUE,Nuremberg,0,10675,Nuremberg,4.2
"Pegnitz, Fuchsloch","Pegnitz, Fuchsloch",Germany,Germany,,,49.46627287,11.02601409,UTC,beginner,intermediate,NUE,Europe,pegnitz-fuchsloch-germany,TRUE,Nuremberg,0,10675,Nuremberg,4.2
Peizas,"Peizas, Galicia","Spain, Galicia",Spain,,Galicia,43.56521012,-7.226139307,Europe/Madrid,intermediate,advanced,OVD,Europe,peizas-galicia-spain,TRUE,Barreiros,0,1474832,Barreiros,3.6
Pelada,"Pelada, Guanacaste","Costa Rica, Guanacaste",Costa Rica,,Guanacaste,9.953211093,-85.67618752,UTC,beginner,intermediate,NOB,Central America,pelada-guanacaste-costa-rica,TRUE,,,,,
Pelado,Pelado,Ecuador,Ecuador,,,-2.641790351,-80.40485859,UTC,beginner,intermediate,GYE,Other,pelado-ecuador,TRUE,General Villamil Playas,0,1513317,Cuatro Hermanas,71.8
Pelican Beach,"Pelican Beach, California, Del Norte, Smithh River - Kellog Road","USA, California, Del Norte, Smithh River - Kellog Road",USA,California,"Del Norte, Smithh River - Kellog Road",41.86930517,-124.2162323,America/Los_Angeles,beginner,intermediate,CEC,North America,pelican-beach-california-del-norte-smithh-river-kellog-road-usa,TRUE,Del Norte County,0,,,
Pelican point,Pelican point,Namibia,Namibia,,,-22.87095582,14.44444656,UTC,intermediate,advanced,WVB,Other,pelican-point-namibia,TRUE,Walvis Bay,0,5835,Walvis Bay,8.8
Pelican Point,"Pelican Point, WA, North West","Australia, WA, North West",Australia,WA,North West,-24.90406096,113.6375946,Australia/Sydney,intermediate,advanced,CVQ,Oceania,pelican-point-wa-north-west-australia,TRUE,Shire Of Carnarvon,0,,,
Pelican poles,"Pelican poles, South East, South Carolina","USA, South East, South Carolina",USA,South East,South Carolina,33.34630812,-79.15363491,America/Los_Angeles,beginner,intermediate,GGE,North America,pelican-poles-south-east-south-carolina-usa,TRUE,Georgetown County,0,21961,Georgetown,23.2
Pelle à Tarte,Pelle à Tarte,Martinique,Martinique,,,14.77399033,-60.89399815,UTC,intermediate,advanced,FDF,Other,pelle-a-tarte-martinique,TRUE,,,,,
Pellows,"Pellows, NSW, Central","Australia, NSW, Central",Australia,NSW,Central,-33.29925586,151.5514183,Australia/Sydney,beginner,intermediate,GOS,Oceania,pellows-nsw-central-australia,TRUE,Central Coast Council,0,,,
Pembrey Beach,"Pembrey Beach, South Wales","UK, South Wales",UK,,South Wales,51.68291752,-4.33712393,Europe/London,beginner,intermediate,SWS,Europe,pembrey-beach-south-wales-uk,TRUE,Carmarthenshire,0,,,
Pen had,"Pen had, Brittany North","France, Brittany North",France,,Brittany North,48.27462478,-4.620051384,Europe/Paris,beginner,intermediate,BES,Europe,pen-had-brittany-north-france,TRUE,,,,,
Peña Redonda,"Peña Redonda, North","Peru, North",Peru,,North,-3.851109456,-80.83328247,UTC,intermediate,advanced,PTL,South America,pena-redonda-north-peru,TRUE,,,,,
Pena Rosa,"Pena Rosa, Lima","Peru, Lima",Peru,,Lima,-12.3845631,-76.78975582,UTC,intermediate,advanced,LIM,South America,pena-rosa-lima-peru,TRUE,,,,,
Peñarronda,"Peñarronda, Asturias","Spain, Asturias",Spain,,Asturias,43.55313587,-6.995308399,Europe/Madrid,intermediate,advanced,OVD,Europe,penarronda-asturias-spain,TRUE,Castropol,0,1480228,Figueras,2.9
Peñarrubia,"Peñarrubia, Asturias","Spain, Asturias",Spain,,Asturias,43.55190732,-5.62379837,Europe/Madrid,intermediate,advanced,OVD,Europe,penarrubia-asturias-spain,TRUE,,,,,
Penascal,"Penascal, Lima","Peru, Lima",Peru,,Lima,-12.38628167,-76.78958416,UTC,intermediate,advanced,LIM,South America,penascal-lima-peru,TRUE,,,,,
Penfoul,"Penfoul, Brittany North","France, Brittany North",France,,Brittany North,48.53218009,-4.75235939,Europe/Paris,intermediate,advanced,OUI,Europe,penfoul-brittany-north-france,TRUE,,,,,
Pengoes,"Pengoes, WA, Perth South","Australia, WA, Perth South",Australia,WA,Perth South,-32.30434352,115.6885269,Australia/Sydney,beginner,intermediate,JFM,Oceania,pengoes-wa-perth-south-australia,TRUE,City of Rockingham,0,5575,Rockingham,10.0
penguins,"penguins, Cape Town","South Africa, Cape Town",South Africa,,Cape Town,-34.37138879,18.89742851,Africa/Johannesburg,beginner,intermediate,CPT,Africa,penguins-cape-town-south-africa,TRUE,,,,,
Penhale,"Penhale, Cornwall West","UK, Cornwall West",UK,,Cornwall West,50.39392387,-5.143125057,Europe/London,beginner,intermediate,NQY,Europe,penhale-cornwall-west-uk,TRUE,Cornwall,0,7309,Cornwall,24.0
Penhors,"Penhors, Brittany South","France, Brittany South",France,,Brittany South,47.93861381,-4.40079689,Europe/Paris,beginner,intermediate,UIP,Europe,penhors-brittany-south-france,TRUE,Pouldreuzic,0,1476061,Pouldreuzic,2.8
Penhors Reef,"Penhors Reef, Brittany South","France, Brittany South",France,,Brittany South,47.93911693,-4.40420866,Europe/Paris,intermediate,advanced,UIP,Europe,penhors-reef-brittany-south-france,TRUE,,,,,
Pennington Bay,"Pennington Bay, SA, Kangeroo Island","Australia, SA, Kangeroo Island",Australia,SA,Kangeroo Island,-35.85399616,137.7448654,Australia/Sydney,intermediate,advanced,PEA,Oceania,pennington-bay-sa-kangeroo-island-australia,TRUE,,,,,
Pensacola beach,"Pensacola beach, Gulf Coast, Florida","USA, Gulf Coast, Florida",USA,Gulf Coast,Florida,30.33191658,-87.13926315,America/Los_Angeles,beginner,intermediate,PNS,North America,pensacola-beach-gulf-coast-florida-usa,TRUE,Escambia County,0,,,
Pensacola Beach Pier,"Pensacola Beach Pier, Gulf Coast, Florida","USA, Gulf Coast, Florida",USA,Gulf Coast,Florida,30.33117576,-87.1410656,America/Los_Angeles,beginner,intermediate,PNS,North America,pensacola-beach-pier-gulf-coast-florida-usa,TRUE,Escambia County,0,,,
Pepinos,"Pepinos, Lima","Peru, Lima",Peru,,Lima,-13.14200612,-76.39396906,UTC,intermediate,advanced,PIO,South America,pepinos-lima-peru,TRUE,,,,,
Peppi Beach Reef - Capel Cut,"Peppi Beach Reef - Capel Cut, WA, Perth South","Australia, WA, Perth South",Australia,WA,Perth South,-33.51349005,115.5157042,Australia/Sydney,intermediate,advanced,BUY,Oceania,peppi-beach-reef-capel-cut-wa-perth-south-australia,TRUE,Shire Of Capel,0,,,
Pepsi,"Pepsi, North","Morocco, North",Morocco,,North,33.60039398,-7.669057846,Africa/Casablanca,intermediate,advanced,CMN,Africa,pepsi-north-morocco,TRUE,,,,,
Peregian,"Peregian, QLD, Sunshine Coast","Australia, QLD, Sunshine Coast",Australia,QLD,Sunshine Coast,-26.48067605,153.099761,Australia/Sydney,beginner,intermediate,NSV,Oceania,peregian-qld-sunshine-coast-australia,TRUE,,,,,
Pererenan,"Pererenan, Bali","Indonesia, Bali",Indonesia,,Bali,-8.651982766,115.1212263,Asia/Jakarta,intermediate,advanced,DPS,Asia,pererenan-bali-indonesia,TRUE,Badung,0,,,
Perfects,"Perfects, NSW, Central","Australia, NSW, Central",Australia,NSW,Central,-33.40647482,151.4778399,Australia/Sydney,intermediate,advanced,GOS,Oceania,perfects-nsw-central-australia,TRUE,Gosford,0,5303,Gosford,9.1
Periscope Point,"Periscope Point, Lombok","Indonesia, Lombok",Indonesia,,Lombok,-8.78173594,118.3715916,Asia/Jakarta,intermediate,advanced,BMU,Asia,periscope-point-lombok-indonesia,TRUE,,,,,
Periscopes,"Periscopes, Sumbawa","Indonesia, Sumbawa",Indonesia,,Sumbawa,-8.784653894,118.3557129,Asia/Jakarta,intermediate,advanced,BMU,Asia,periscopes-sumbawa-indonesia,TRUE,,,,,
Peristeras,"Peristeras, Crete Island","Greece, Crete Island",Greece,,Crete Island,35.00244095,25.76740265,UTC,beginner,intermediate,JSH,Other,peristeras-crete-island-greece,TRUE,Ierapetra Municipal Unit,0,30528,Naxos Island,13.4
Perkins,"Perkins, South East, North Florida","USA, South East, North Florida",USA,South East,North Florida,28.20078918,-80.59558243,America/Los_Angeles,beginner,intermediate,COF,North America,perkins-south-east-north-florida-usa,TRUE,Brevard County,0,,,
Pero,"Pero, Savu Sea","Indonesia, Savu Sea",Indonesia,,Savu Sea,-9.609377701,118.9844677,Asia/Jakarta,beginner,intermediate,TMC,Asia,pero-savu-sea-indonesia,TRUE,Kelurahan Maliti,0,,,
Pero right,"Pero right, Savu Sea","Indonesia, Savu Sea",Indonesia,,Savu Sea,-9.607667451,118.9847969,Asia/Jakarta,beginner,intermediate,TMC,Asia,pero-right-savu-sea-indonesia,TRUE,Kelurahan Maliti,0,,,
Perro Fino,"Perro Fino, Pacific South","Costa Rica, Pacific South",Costa Rica,,Pacific South,9.590255832,-84.62639809,UTC,intermediate,advanced,TMU,Central America,perro-fino-pacific-south-costa-rica,TRUE,,,,,
Pescedero (Pesky),"Pescedero (Pesky), California, San Diego County","USA, California, San Diego County",USA,California,San Diego County,32.73993614,-117.2554815,America/Los_Angeles,beginner,intermediate,NZY,North America,pescedero-pesky-california-san-diego-county-usa,TRUE,San Diego County,0,1517272,San Diego Country Estates,54.9
Petit Havre,Petit Havre,Guadeloupe,Guadeloupe,,,16.21022405,-61.42713547,UTC,beginner,intermediate,PTP,Other,petit-havre-guadeloupe,TRUE,,,,,
Petit sancho,Petit sancho,Mauritius,Mauritius,,,-20.50335534,57.44809985,UTC,beginner,intermediate,MRU,Other,petit-sancho-mauritius,TRUE,,,,,
Petite Anse,Petite Anse,Martinique,Martinique,,,14.48720662,-61.08364105,UTC,beginner,intermediate,FDF,Other,petite-anse-martinique,TRUE,,,,,
Petite Anse,Petite Anse,St Barthelemy,St Barthelemy,,,17.92235191,-62.86417723,UTC,beginner,intermediate,SBH,Other,petite-anse-st-barthelemy,TRUE,,,,,
Petite Soeur,Petite Soeur,British Indian Ocean,British Indian Ocean,,,-5.377704911,71.75553942,UTC,beginner,intermediate,NKW,Other,petite-soeur-british-indian-ocean,TRUE,,,,,
Petites Mamelles,Petites Mamelles,Senegal,Senegal,,,14.72565188,-17.50468075,UTC,beginner,intermediate,DKR,Other,petites-mamelles-senegal,TRUE,Dakar,0,12279,Dakar,10.4
Petten,Petten,Netherlands,Netherlands,,,52.77098673,4.65852499,UTC,beginner,intermediate,DHR,Europe,petten-netherlands,TRUE,Petten,0,1501831,Petten,0.5
Petten - ET,Petten - ET,Netherlands,Netherlands,,,52.76221005,4.652409554,UTC,beginner,intermediate,DHR,Europe,petten-et-netherlands,TRUE,Petten,0,1501831,Petten,0.5
peyo's,"peyo's, Mediterranean","Spain, Mediterranean",Spain,,Mediterranean,40.82480278,0.74174881,Europe/Madrid,beginner,intermediate,REU,Europe,peyo-s-mediterranean-spain,TRUE,,,,,
PG2,PG2,Gabon,Gabon,,,-0.757449641,8.74905467,UTC,intermediate,advanced,POG,Other,pg2-gabon,TRUE,Port-Gentil,0,851,Port Gentil,13.3
philipp's,philipp's,Dominica,Dominica,,,15.37322309,-61.25122547,UTC,beginner,intermediate,DCF,Other,philipp-s-dominica,TRUE,,,,,
Philipps,Philipps,Senegal,Senegal,,,14.75770233,-17.51507163,UTC,beginner,intermediate,DKR,Other,philipps-senegal,TRUE,Dakar,0,12279,Dakar,10.4
Phillips Pump House,"Phillips Pump House, North East, New Jersey","USA, North East, New Jersey",USA,North East,New Jersey,40.25401633,-73.98912191,America/Los_Angeles,beginner,intermediate,BLM,North America,phillips-pump-house-north-east-new-jersey-usa,TRUE,Deal,0,,,
Pianos,"Pianos, California, San Diego County","USA, California, San Diego County",USA,California,San Diego County,32.70692683,-117.2557832,America/Los_Angeles,intermediate,advanced,NZY,North America,pianos-california-san-diego-county-usa,TRUE,San Diego,0,17371,San Diego,14.0
pic kipu,"pic kipu, Brittany South","France, Brittany South",France,,Brittany South,47.7106856,-3.374862671,Europe/Paris,beginner,intermediate,LRT,Europe,pic-kipu-brittany-south-france,TRUE,,,,,
Picama,"Picama, Santa Catarina North","Brazil, Santa Catarina North",Brazil,,Santa Catarina North,-26.45808707,-48.59687448,America/Sao_Paulo,intermediate,advanced,JOI,South America,picama-santa-catarina-north-brazil,TRUE,,,,,
Piccaninnie Beach,"Piccaninnie Beach, SA, East","Australia, SA, East",Australia,SA,East,-38.05463022,140.9415865,Australia/Sydney,beginner,intermediate,MGB,Oceania,piccaninnie-beach-sa-east-australia,TRUE,,,,,
Pichicuy,"Pichicuy, Central Santiago","Chile, Central Santiago",Chile,,Central Santiago,-32.34488928,-71.45384431,UTC,intermediate,advanced,KNA,South America,pichicuy-central-santiago-chile,TRUE,,,,,
Pickles,"Pickles, California, LA County","USA, California, LA County",USA,California,LA County,33.71388084,-118.3145571,America/Los_Angeles,beginner,intermediate,SPQ,North America,pickles-california-la-county-usa,TRUE,Los Angeles,0,17234,Los Angeles,78.5
